Date,HomeTeam,AwayTeam,HG,AG,HxG,AxG,HP,AP,HTS,ATS,HSI,ASI,HSO,ASO,HBS,ABS,HFK,AFK,HC,AC,HOFF,AOFF,HTI,ATI,HGS,AGS,HF,AF,HRC,ARC,HYC,AYC,HTP,ATP,HPC,APC,HT,AT,HA,AA,HDA,ADA,Resultado
25.10.2023 15:00,Corinthians,Santos,1.428571428571429,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.2023 15:00,Flamengo,Bragantino,1.875,1.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.2023 15:00,Fortaleza,Cruzeiro,1.111111111111111,1.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.2023 15:00,Goiás,Vasco,1.111111111111111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.2023 15:00,Internacional,Coritiba,1.111111111111111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.2023 15:00,Palmeiras,Bahia,2,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10.2023 15:00,Atlético-MG,Fortaleza,1.25,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10.2023 15:00,Bahia,Fluminense,1.555555555555556,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10.2023 15:00,Botafogo,Palmeiras,2.222222222222222,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10.2023 15:00,Corinthians,Athletico-PR,1.428571428571429,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10.2023 15:00,Coritiba,Gremio,0.8888888888888888,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10.2023 15:00,Cuiabá,Vasco,1.333333333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10.2023 15:00,Flamengo,Santos,1.875,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10.2023 15:00,Goiás,Bragantino,1.111111111111111,1.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10.2023 15:00,Internacional,América-MG,1.111111111111111,1.111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10.2023 15:00,Sao Paulo,Cruzeiro,1.8,1.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.11.2023 16:00,América-MG,Atlético-MG,1.125,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.11.2023 16:00,Bragantino,Corinthians,1.555555555555556,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.11.2023 16:00,Coritiba,Goiás,0.8888888888888888,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.11.2023 16:00,Cruzeiro,Internacional,0.4,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.11.2023 16:00,Fluminense,Sao Paulo,1.5,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.11.2023 16:00,Fortaleza,Flamengo,1.111111111111111,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.11.2023 16:00,Gremio,Bahia,2,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.11.2023 16:00,Palmeiras,Athletico-PR,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.11.2023 16:00,Santos,Cuiabá,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.11.2023 16:00,Vasco,Botafogo,0.5555555555555556,1.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2023 16:00,América-MG,Coritiba,1.125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2023 16:00,Athletico-PR,Fortaleza,1.888888888888889,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2023 16:00,Bahia,Cuiabá,1.555555555555556,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2023 16:00,Botafogo,Gremio,2.222222222222222,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2023 16:00,Corinthians,Atlético-MG,1.428571428571429,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2023 16:00,Cruzeiro,Vasco,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2023 16:00,Flamengo,Palmeiras,1.875,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2023 16:00,Goiás,Santos,1.111111111111111,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2023 16:00,Internacional,Fluminense,1.111111111111111,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2023 16:00,Sao Paulo,Bragantino,1.8,1.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.11.2023 16:00,Atlético-MG,Goiás,1.25,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.11.2023 16:00,Bahia,Athletico-PR,1.555555555555556,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.11.2023 16:00,Bragantino,Botafogo,1.555555555555556,1.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.11.2023 16:00,Coritiba,Cruzeiro,0.8888888888888888,1.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.11.2023 16:00,Cuiabá,Fortaleza,1.333333333333333,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.11.2023 16:00,Flamengo,Fluminense,1.875,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.11.2023 16:00,Gremio,Corinthians,2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.11.2023 16:00,Palmeiras,Internacional,2,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
